Restaurant Name,Country Code,City,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Nirvana,1,Patna,Sri Krishnapuri,"North Indian, Chinese",700,rupees,No,No,No,No,2,3.4,Orange,Average,61,India
Roti Restaurant,1,Patna,Sri Krishnapuri,"North Indian, South Indian, Chinese",500,rupees,No,No,No,No,2,3.1,Orange,Average,64,India
Swaaddesh,1,Patna,Sri Krishnapuri,"North Indian, Chinese",700,rupees,No,No,No,No,2,3.5,Yellow,Good,45,India
Auroville Bakery,1,Puducherry,Auroville,Bakery,150,rupees,No,No,No,No,1,3.8,Yellow,Good,173,India
Tanto Pizzeria,1,Puducherry,Auroville,"Pizza, Italian",1000,rupees,No,No,No,No,4,3.8,Yellow,Good,513,India
The Smoothie Bar,1,Puducherry,Heritage Town,"Desserts, Beverages, Juices",250,rupees,No,No,No,No,2,3.7,Yellow,Good,36,India
Le Club,1,Puducherry,"Hotel De Pondicherry, White Town","French, Continental, North Indian",1400,rupees,No,No,No,No,4,3.5,Yellow,Good,328,India
Cafe Ole,1,Puducherry,MG Road,"Cafe, Continental",700,rupees,No,No,No,No,3,3.8,Yellow,Good,199,India
Italize,1,Puducherry,MG Road,"Pizza, Italian",600,rupees,No,No,No,No,3,3.6,Yellow,Good,97,India
The Pasta Bar Veneto,1,Puducherry,MG Road,Italian,900,rupees,No,No,No,No,3,3.6,Yellow,Good,275,India
Baker Street,1,Puducherry,MG Road,"Bakery, French",400,rupees,No,No,No,No,2,4.1,Green,Very Good,791,India
Zuka Choco-la,1,Puducherry,MG Road,Desserts,300,rupees,No,No,No,No,2,4.2,Green,Very Good,656,India
Bay of Buddha -  The Promenade,1,Puducherry,"The Promenade, White Town","Chinese, Thai, Malaysian, Vietnamese, Korean, Indonesian, Asian",1500,rupees,No,No,No,No,4,3.8,Yellow,Good,189,India
Blueline - The Promenade,1,Puducherry,"The Promenade, White Town","North Indian, Seafood, South Indian, Italian",1500,rupees,No,No,No,No,4,3.8,Yellow,Good,192,India
Villa Shanti,1,Puducherry,"Villa Shanti, White Town",Continental,1500,rupees,No,No,No,No,4,3.9,Yellow,Good,535,India
Le Cafe,1,Puducherry,White Town,Cafe,450,rupees,No,No,No,No,2,3.1,Orange,Average,875,India
Spice Route,1,Puducherry,White Town,"Continental, North Indian, Finger Food",1200,rupees,No,No,No,No,4,3.4,Orange,Average,228,India
#Dilliwaala6,1,Puducherry,White Town,North Indian,800,rupees,No,No,No,No,3,3.7,Yellow,Good,124,India
Cafe des Arts,1,Puducherry,White Town,Cafe,800,rupees,No,No,No,No,3,3.5,Yellow,Good,298,India
Le Dupleix,1,Puducherry,White Town,"North Indian, French, Continental",1500,rupees,No,No,No,No,4,3.8,Yellow,Good,456,India
Rendezvous Cafe Restaurant,1,Puducherry,White Town,"Goan, Mangalorean, Continental, French",1200,rupees,No,No,No,No,4,3.5,Yellow,Good,225,India
The Indian Kaffe Express,1,Puducherry,White Town,Cafe,550,rupees,No,No,No,No,3,3.8,Yellow,Good,495,India
Gelateria Montecatini Terme,1,Puducherry,White Town,Desserts,150,rupees,No,No,No,No,1,4.2,Green,Very Good,163,India
The Urban Foundry,1,Pune,"Balewadi High Street, Balewadi","North Indian, Asian",1500,rupees,Yes,No,No,No,3,4.5,Dark Green,Excellent,1099,India
Teddy Boy,1,Pune,Baner,"North Indian, Continental, Finger Food",1200,rupees,Yes,No,No,No,3,3.6,Yellow,Good,507,India
Effingut Brewerkz,1,Pune,Baner,"Continental, North Indian, Mughlai, Burmese",2000,rupees,No,Yes,No,No,4,4.3,Green,Very Good,375,India
Le Plaisir,1,Pune,Deccan Gymkhana,"European, Desserts",1000,rupees,No,No,No,No,3,4.8,Dark Green,Excellent,2510,India
Farzi Cafe,1,Pune,Kalyani Nagar,Modern Indian,1500,rupees,No,No,No,No,3,4.3,Green,Very Good,868,India
Mineority By Saby,1,Pune,Kalyani Nagar,"North Indian, North Eastern, Continental",1400,rupees,Yes,No,No,No,3,4.2,Green,Very Good,306,India
The Little Next Door,1,Pune,Kalyani Nagar,"Finger Food, Italian, Spanish, Greek",1000,rupees,Yes,No,No,No,3,4.1,Green,Very Good,1143,India
Effingut Brewerkz,1,Pune,Koregaon Park,"Continental, North Indian, Mughlai, Burmese",1800,rupees,No,Yes,No,No,3,4.3,Green,Very Good,1531,India
Kargo,1,Pune,Koregaon Park,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai",900,rupees,Yes,No,No,No,2,4.4,Green,Very Good,635,India
Saut愆ed Stories,1,Pune,Koregaon Park,"Cafe, Italian, Continental",850,rupees,No,Yes,No,No,2,4.2,Green,Very Good,583,India
The Sassy Spoon,1,Pune,Koregaon Park,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",1500,rupees,Yes,No,No,No,3,4.1,Green,Very Good,140,India
German Bakery Wunderbar,1,Pune,Law College Road,"Italian, German, Continental",1000,rupees,No,No,No,No,3,4.0,Green,Very Good,1583,India
Chili's,1,Pune,"Phoenix Market City, Viman Nagar","Mexican, American, Tex-Mex",1800,rupees,Yes,Yes,No,No,3,4.5,Dark Green,Excellent,1439,India
Barbeque Nation,1,Pune,"R Deccan Mall, JM Road","North Indian, Mughlai",1700,rupees,No,No,No,No,3,4.5,Dark Green,Excellent,2847,India
Blue Water,1,Pune,Ravet,"North Indian, Chinese, Continental",1500,rupees,Yes,Yes,No,No,3,4.2,Green,Very Good,487,India
Agent Jack's Bar,1,Pune,Senapati Bapat Road,"Continental, North Indian, Italian",1200,rupees,Yes,No,No,No,3,4.2,Green,Very Good,1531,India
Tales & Spirits,1,Pune,Senapati Bapat Road,"Italian, Continental, Cafe",800,rupees,Yes,Yes,No,No,2,4.1,Green,Very Good,997,India
18 Degrees Resto Lounge,1,Pune,"Spot 18 Mall, Pimple Saudagar","North Indian, Mediterranean, Chinese",2100,rupees,Yes,Yes,No,No,4,3.6,Yellow,Good,1566,India
Apache,1,Pune,Viman Nagar,Finger Food,1000,rupees,Yes,No,No,No,3,4.1,Green,Very Good,377,India
Barbeque Ville,1,Pune,Wakad,North Indian,1000,rupees,Yes,No,No,No,3,4.4,Green,Very Good,208,India
Hot Lips,1,Ranchi,Gandhi Nagar,"North Indian, Chinese",1000,rupees,No,No,No,No,3,3.3,Orange,Average,65,India
The Kav's,1,Ranchi,Harmu,"North Indian, Continental, Chinese",400,rupees,No,No,No,No,1,3.2,Orange,Average,51,India
Prana,1,Ranchi,Harmu,"European, North Indian, Continental, Italian",1000,rupees,No,No,No,No,3,3.7,Yellow,Good,81,India
Kathi Kabab,1,Ranchi,Hindpiri,"Fast Food, North Indian",400,rupees,No,No,No,No,1,3.3,Orange,Average,89,India
Yo China Restaurant,1,Ranchi,Hindpiri,Chinese,650,rupees,No,No,No,No,2,3.4,Orange,Average,117,India
Kaveri Restaurant And Caterers,1,Ranchi,Hindpiri,"North Indian, Chinese, South Indian, Chinese",450,rupees,No,No,No,No,1,4.0,Green,Very Good,370,India
Yellow Sapphire,1,Ranchi,"Hotel Capitol Hill, Hindpiri","Continental, North Indian, European",1000,rupees,No,No,No,No,3,3.7,Yellow,Good,116,India
Moti Mahal Delux Tandoori Trail,1,Ranchi,Kadru,"North Indian, Chinese",1000,rupees,No,No,No,No,3,3.6,Yellow,Good,119,India
Jungli Moon Dance Restaurant,1,Ranchi,Kanka,"North Indian, South Indian, Chinese",500,rupees,No,No,No,No,2,3.1,Orange,Average,26,India
KFC,1,Ranchi,Kanka,Fast Food,500,rupees,No,No,No,No,2,3.2,Orange,Average,125,India
Punjab Sweet House,1,Ranchi,Kanka,Street Food,200,rupees,No,No,No,No,1,3.5,Yellow,Good,112,India
Food Belle,1,Ranchi,Lalpur,"North Indian, Chinese",650,rupees,No,No,No,No,2,3.3,Orange,Average,20,India
Kaveri Restaurant And Caterers,1,Ranchi,Lalpur,"North Indian, Chinese, South Indian, Chinese",450,rupees,No,No,No,No,1,3.4,Orange,Average,102,India
OMG Cafe,1,Ranchi,Lalpur,"Cafe, Italian, Mexican, Chinese, North Indian",500,rupees,No,No,No,No,2,3.3,Orange,Average,19,India
The Best,1,Ranchi,Lalpur,"North Indian, South Indian, Chinese",400,rupees,No,No,No,No,1,3.4,Orange,Average,13,India
7th Heaven,1,Ranchi,Lalpur,"South Indian, North Indian, Chinese",400,rupees,No,No,No,No,1,3.7,Yellow,Good,92,India
The Urban Brava,1,Ranchi,Lalpur,"Cafe, Fast Food, North Indian",1000,rupees,No,No,No,No,3,3.6,Yellow,Good,95,India
Waterfront - Radisson Blu,1,Ranchi,"Radisson Blu, Hindpiri","North Indian, Continental",2000,rupees,No,No,No,No,4,3.4,Orange,Average,62,India
Pizza Hut,1,Ranchi,"Spring City Mall, Doranda",Pizza,700,rupees,No,No,No,No,2,3.5,Yellow,Good,66,India
Aroma - The Royal Retreat,1,Ranchi,"The Royal Retreat, Bariatu","North Indian, South Indian, Chinese",1500,rupees,No,No,No,No,3,3.5,Yellow,Good,67,India
Saffron Mantra,1,Secunderabad,Karkhana,"North Indian, Chinese",850,rupees,Yes,Yes,No,No,2,4.4,Green,Very Good,494,India
Coffee Cup,1,Secunderabad,Sainikpuri,"Cafe, Continental",800,rupees,Yes,No,No,No,2,4.6,Dark Green,Excellent,1408,India
Level 5 - Terrace Restro & Cafe,1,Surat,Adajan Gam,"Chinese, North Indian, Italian, Mexican",900,rupees,No,No,No,No,3,3.8,Yellow,Good,201,India
Wok On Fire,1,Surat,Adajan Gam,"Chinese, Thai, Asian",800,rupees,No,No,No,No,3,3.9,Yellow,Good,226,India
Thalaivaa,1,Surat,Adajan Gam,South Indian,500,rupees,No,No,No,No,2,4.1,Green,Very Good,70,India
World Platter,1,Surat,Athwa,"North Indian, Chinese, Thai, Mexican, Italian",800,rupees,No,No,No,No,3,3.9,Yellow,Good,191,India
Golden Dragon,1,Surat,Athwa,Chinese,800,rupees,No,No,No,No,3,4.2,Green,Very Good,197,India
Mysore Cafe,1,Surat,Athwa,South Indian,250,rupees,No,No,No,No,1,4.0,Green,Very Good,279,India
Coffee Culture - The Ristorante Lounge,1,Surat,City Light,"Cafe, Continental",650,rupees,No,No,No,No,2,4.0,Green,Very Good,223,India
Falafel Lovers,1,Surat,City Light,"Lebanese, Italian",650,rupees,No,No,No,No,2,4.3,Green,Very Good,479,India
The Centre Court,1,Surat,City Light,"Italian, North Indian, Desserts, Continental",900,rupees,No,No,No,No,3,4.1,Green,Very Good,164,India
Wok On Fire,1,Surat,"Golden Square, City Light","Chinese, Thai, Asian",800,rupees,No,No,No,No,3,3.7,Yellow,Good,209,India
Leonardo Italian Mediterranean Dining,1,Surat,"International Business Center, Piplod","Italian, Mexican, Mediterranean",1400,rupees,No,No,No,No,3,4.2,Green,Very Good,319,India
Kansar Gujarati Thali,1,Surat,Nanpura,Gujarati,550,rupees,No,No,No,No,2,3.9,Yellow,Good,153,India
The Haus,1,Surat,Piplod,"Cafe, Desserts",500,rupees,No,No,No,No,2,3.9,Yellow,Good,28,India
Black Pepper,1,Surat,Piplod,"North Indian, Italian",1000,rupees,No,No,No,No,3,4.1,Green,Very Good,221,India
Pizza Hut,1,Surat,Piplod,Pizza,800,rupees,No,No,No,No,3,4.1,Green,Very Good,216,India
The Sizzling Salsa,1,Surat,Piplod,"Italian, Continental, Chinese, Mexican",1500,rupees,No,No,No,No,4,4.1,Green,Very Good,204,India
Global Local,1,Surat,Vesu,Modern Indian,1500,rupees,No,No,No,No,4,3.4,Orange,Average,47,India
The Creamery,1,Surat,Vesu,"Ice Cream, Desserts",250,rupees,No,No,No,No,1,3.6,Yellow,Good,87,India
The Food Lab,1,Surat,Vesu,"Italian, Lebanese, Mexican",900,rupees,No,No,No,No,3,3.6,Yellow,Good,66,India
The Hog Spot,1,Surat,Vesu,"North Indian, Italian, Mexican, Asian",800,rupees,No,No,No,No,3,3.8,Yellow,Good,87,India
22nd Parallel,1,Vadodara,Alkapuri,South Indian,400,rupees,No,No,No,No,2,4.5,Dark Green,Excellent,344,India
Kabir Kitchen,1,Vadodara,Alkapuri,"North Indian, Chinese",600,rupees,No,No,No,No,2,3.8,Yellow,Good,130,India
Kaphi Pibama,1,Vadodara,Alkapuri,"Cafe, Mexican, Italian, Fast Food",500,rupees,No,No,No,No,2,3.8,Yellow,Good,71,India
VarieTea,1,Vadodara,Alkapuri,"Cafe, Fast Food",400,rupees,No,No,No,No,2,3.9,Yellow,Good,145,India
Barbeque Nation,1,Vadodara,Alkapuri,"Mughlai, North Indian",1500,rupees,No,No,No,No,4,4.3,Green,Very Good,332,India
Little Italy,1,Vadodara,Alkapuri,Italian,1000,rupees,No,No,No,No,3,4.1,Green,Very Good,202,India
Meraki,1,Vadodara,Alkapuri,"North Indian, Continental, Italian, Asian",1200,rupees,No,No,No,No,3,4.0,Green,Very Good,93,India
That Place,1,Vadodara,Alkapuri,"Italian, Mexican, Continental",1500,rupees,No,No,No,No,4,4.4,Green,Very Good,276,India
Wok On Fire,1,Vadodara,Diwalipura,"Thai, Chinese, Asian",800,rupees,No,No,No,No,3,3.8,Yellow,Good,107,India
Mandap - Hotel Express Towers,1,Vadodara,"Hotel Express Towers, Alkapuri",Gujarati,600,rupees,No,No,No,No,2,4.0,Green,Very Good,191,India
Offside Lounge,1,Vadodara,"M Cube Mall, Vadiwadi","Continental, Chinese, Mexican, North Indian",800,rupees,No,No,No,No,3,3.8,Yellow,Good,149,India
Gazebo Garden Restaurant,1,Vadodara,Panchvati,North Indian,1000,rupees,No,No,No,No,3,3.5,Yellow,Good,82,India
La Quello - Mediterranean Kitchen,1,Vadodara,Vadiwadi,"Mediterranean, Italian",1300,rupees,No,No,No,No,3,4.6,Dark Green,Excellent,321,India
El Amigos Kitchen,1,Vadodara,Vadiwadi,"North Indian, Thai, Italian, Chinese, Mexican",800,rupees,No,No,No,No,3,3.5,Yellow,Good,96,India
Mr Toasties,1,Vadodara,Vadiwadi,Fast Food,300,rupees,No,No,No,No,1,3.9,Yellow,Good,50,India
The Yellow Chilli,1,Vadodara,Vadiwadi,"North Indian, Mughlai",800,rupees,No,No,No,No,3,3.9,Yellow,Good,243,India
Coffee Culture,1,Vadodara,Vadiwadi,Cafe,600,rupees,No,No,No,No,2,4.3,Green,Very Good,92,India
Freshco - The Health Caf愆,1,Vadodara,Vadiwadi,Cafe,700,rupees,No,No,No,No,2,4.2,Green,Very Good,132,India
Pizza Hut,1,Vadodara,Vadiwadi,"Pizza, Italian",600,rupees,No,No,No,No,2,4.1,Green,Very Good,269,India
Tomato's,1,Vadodara,Vadiwadi,"North Indian, Mughlai, Mexican, Thai",1000,rupees,No,No,No,No,3,4.1,Green,Very Good,395,India
Open Hand Shop & Cafe,1,Varanasi,Assi Ghat,Cafe,450,rupees,No,No,No,No,2,3.4,Orange,Average,59,India
Pizzeria Vaatika Cafe,1,Varanasi,Assi Ghat,"Pizza, Chinese",700,rupees,No,No,No,No,3,3.7,Yellow,Good,149,India
Aman Restaurant,1,Varanasi,Bhelupur,"Chinese, North Indian",650,rupees,No,No,No,No,3,3.2,Orange,Average,60,India
Blue Lassi,1,Varanasi,Bhelupur,Beverages,300,rupees,No,No,No,No,2,3.7,Yellow,Good,96,India
Kerala Cafe,1,Varanasi,Bhelupur,South Indian,300,rupees,No,No,No,No,2,3.6,Yellow,Good,125,India
Baati Chokha,1,Varanasi,Dashaswmedh Road,North Indian,450,rupees,No,No,No,No,2,3.7,Yellow,Good,68,India
Deena Chat Bhandar,1,Varanasi,Dashaswmedh Road,Street Food,0,rupees,No,No,No,No,1,3.8,Yellow,Good,78,India
Dosa Cafe,1,Varanasi,Dashaswmedh Road,South Indian,450,rupees,No,No,No,No,2,3.5,Yellow,Good,48,India
Kashi Chat Bhandar,1,Varanasi,Godaulia,Street Food,150,rupees,No,No,No,No,1,4.1,Green,Very Good,158,India
Chrystal Bowl Restaurant,1,Varanasi,Lanka,North Indian,800,rupees,No,No,No,No,3,3.3,Orange,Average,96,India
Flavours Cafe,1,Varanasi,Lanka,"North Indian, Cafe",400,rupees,No,No,No,No,2,3.4,Orange,Average,85,India
Ming Garden,1,Varanasi,Lanka,Chinese,600,rupees,No,No,No,No,3,3.5,Yellow,Good,172,India
Burger King,1,Varanasi,Nadesar,"North Indian, Fast Food",350,rupees,No,No,No,No,2,3.4,Orange,Average,96,India
Tandoor Villa,1,Varanasi,Nadesar,"North Indian, Mughlai",600,rupees,No,No,No,No,3,3.6,Yellow,Good,63,India
eastWEST - Radisson Hotel,1,Varanasi,"Radisson Hotel, Nadesar","Cafe, North Indian, Continental",600,rupees,No,No,No,No,3,3.3,Orange,Average,34,India
The Great Kabab Factory - Radisson Hotel,1,Varanasi,"Radisson Hotel, Nadesar","North Indian, Mughlai",1100,rupees,No,No,No,No,4,3.3,Orange,Average,67,India
I:ba Cafe & Restaurant,1,Varanasi,Shivala,"Japanese, American, North Indian, Fast Food",1000,rupees,No,No,No,No,4,3.5,Yellow,Good,83,India
3Cherryz Sky Lounge & Cafe,1,Varanasi,Sigra,"Cafe, North Indian, Chinese",500,rupees,No,No,No,No,3,3.2,Orange,Average,26,India
VNS Live Studio,1,Varanasi,Sigra,"Chinese, North Indian",0,rupees,No,No,No,No,1,3.5,Yellow,Good,109,India
Singh's Delight Restaurant,1,Varanasi,Sunderpur,"Chinese, North Indian",700,rupees,No,No,No,No,3,3.5,Yellow,Good,57,India
Pizza Hut,1,Vizag,"CMR Central Mall, Maddilapalem","Pizza, Fast Food",600,rupees,No,No,No,No,2,4.6,Dark Green,Excellent,289,India
Pizza Hut,1,Vizag,Dwaraka Nagar,"Pizza, Fast Food",600,rupees,No,No,No,No,2,4.3,Green,Very Good,230,India
Sri Sairam Parlour,1,Vizag,Dwaraka Nagar,"South Indian, North Indian",300,rupees,No,No,No,No,1,4.2,Green,Very Good,270,India
Mekong - Hotel GreenPark,1,Vizag,"Hotel GreenPark, Vizag","Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese",1300,rupees,No,No,No,No,3,4.4,Green,Very Good,73,India
The Square - Hotel Novotel,1,Vizag,"Hotel Novotel, Maharani Peta","Continental, North Indian",1700,rupees,No,No,No,No,4,4.1,Green,Very Good,125,India
Alpha Hotel,1,Vizag,Jagadamba Junction,"North Indian, Biryani",300,rupees,No,No,No,No,1,3.7,Yellow,Good,240,India
Barbeque Nation,1,Vizag,Kirlampudi Layout,"North Indian, Chinese, Mediterranean",1600,rupees,No,No,No,No,4,4.9,Dark Green,Excellent,345,India
Double Roti,1,Vizag,Kirlampudi Layout,"Cafe, Fast Food, American",1000,rupees,No,No,No,No,3,3.8,Yellow,Good,27,India
Bake My Wish,1,Vizag,Lawsons Bay,Fast Food,450,rupees,No,No,No,No,2,3.8,Yellow,Good,175,India
Kamat Restaurant,1,Vizag,Lawsons Bay,"Andhra, North Indian, Chinese, Seafood, Biryani",600,rupees,No,No,No,No,2,3.6,Yellow,Good,154,India
My Restaurant,1,Vizag,Maddilapalem,"Andhra, North Indian, Chinese",600,rupees,No,No,No,No,2,3.5,Yellow,Good,124,India
Percolator Coffee House,1,Vizag,Maharani Peta,"Mughlai, Chinese, Cafe, BBQ, Cajun",500,rupees,No,No,No,No,2,3.6,Yellow,Good,84,India
Tea Trails,1,Vizag,Maharani Peta,Fast Food,500,rupees,No,No,No,No,2,3.7,Yellow,Good,57,India
Six Degrees,1,Vizag,MVP Colony,"South Indian, Chinese, Continental, Italian, North Indian",600,rupees,No,No,No,No,2,4.1,Green,Very Good,75,India
Sea Inn - Raju Gaari Dhaba,1,Vizag,Rushikonda,"Biryani, Andhra",450,rupees,No,No,No,No,2,4.0,Green,Very Good,169,India
D Cabana,1,Vizag,Sagar Nagar,"Continental, Seafood, Chinese, North Indian, Biryani",600,rupees,No,No,No,No,2,3.6,Yellow,Good,193,India
Kaloreez,1,Vizag,Siripuram,"Cafe, North Indian, Chinese",400,rupees,No,No,No,No,2,3.7,Yellow,Good,85,India
Plot 17,1,Vizag,Siripuram,"Burger, Pizza, Biryani",600,rupees,No,No,No,No,2,4.3,Green,Very Good,172,India
Vista - The Park,1,Vizag,"The Park, Lawsons Bay","American, North Indian, Thai, Continental",1500,rupees,No,No,No,No,4,3.8,Yellow,Good,74,India
Flying Spaghetti Monster,1,Vizag,Waltair Uplands,Italian,1400,rupees,No,No,No,No,3,4.4,Green,Very Good,316,India
Noah's Barn Coffeenery,94,Bandung,Dago,"Cafe, Coffee and Tea, Western",150000,other_currency,No,No,No,No,3,4.2,Green,Very Good,22,Indonesia
Momo Milk,94,Bogor,Bogor Timur,"Cafe, Desserts, Beverages",70000,other_currency,No,No,No,No,2,3.7,Yellow,Good,783,Indonesia
Lemongrass,94,Bogor,Bogor Utara,"Peranakan, Indonesian",250000,other_currency,No,No,No,No,3,4.0,Green,Very Good,1159,Indonesia
Talaga Sampireun,94,Jakarta,Cengkareng,"Sunda, Indonesian",200000,other_currency,No,No,No,No,3,4.9,Dark Green,Excellent,1662,Indonesia
Toodz House,94,Jakarta,Fatmawati,"Cafe, Italian, Coffee and Tea, Western, Indonesian",165000,other_currency,No,No,No,No,3,4.6,Dark Green,Excellent,1476,Indonesia
OJJU,94,Jakarta,"Gandaria City Mall, Gandaria",Korean,200000,other_currency,No,No,No,No,3,3.9,Yellow,Good,137,Indonesia
Union Deli,94,Jakarta,"Grand Indonesia Mall, Thamrin","Desserts, Bakery, Western",200000,other_currency,No,No,No,No,3,4.6,Dark Green,Excellent,903,Indonesia
Skye,94,Jakarta,"Grand Indonesia Mall, Thamrin","Italian, Continental",800000,other_currency,No,No,No,No,3,4.1,Green,Very Good,1498,Indonesia
Satoo - Hotel Shangri-La,94,Jakarta,"Hotel Shangri-La, Sudirman","Asian, Indonesian, Western",800000,other_currency,No,No,No,No,3,4.6,Dark Green,Excellent,873,Indonesia
MONKS,94,Jakarta,Kelapa Gading,"Western, Asian, Cafe",250000,other_currency,No,No,No,No,3,4.2,Green,Very Good,259,Indonesia
Zenbu,94,Jakarta,"Kota Kasablanka, Tebet","Japanese, Sushi, Ramen",200000,other_currency,No,No,No,No,3,4.4,Green,Very Good,841,Indonesia
Sushi Masa,94,Jakarta,Penjaringan,"Sushi, Japanese",500000,other_currency,No,No,No,No,3,4.9,Dark Green,Excellent,605,Indonesia
Lucky Cat Coffee & Kitchen,94,Jakarta,"Plaza Festival, Kuningan","Cafe, Western",300000,other_currency,No,No,No,No,3,4.3,Green,Very Good,458,Indonesia
3 Wise Monkeys,94,Jakarta,Senopati,Japanese,450000,other_currency,No,No,No,No,3,4.2,Green,Very Good,395,Indonesia
Flip Burger,94,Jakarta,Senopati,Burger,120000,other_currency,No,No,No,No,3,4.4,Green,Very Good,410,Indonesia
Talaga Sampireun,94,Jakarta,"Taman Impian Jaya Ancol, Ancol","Sunda, Indonesian",200000,other_currency,No,No,No,No,3,4.9,Dark Green,Excellent,1640,Indonesia
Fish Streat,94,Jakarta,Tanjung Duren,"Seafood, Western",100000,other_currency,No,No,No,No,3,3.4,Orange,Average,152,Indonesia
Fish Streat,94,Jakarta,Tebet,"Seafood, Western",100000,other_currency,No,No,No,No,3,4.0,Green,Very Good,331,Indonesia
Avec Moi Restaurant and Bar,94,Jakarta,Thamrin,"French, Western",350000,other_currency,No,No,No,No,3,4.3,Green,Very Good,243,Indonesia
Onokabe,94,Tangerang,"Alam Sutera Town Center, Serpong Utara",Indonesian,300000,other_currency,No,No,No,No,3,3.7,Yellow,Good,155,Indonesia
Talaga Sampireun,94,Tangerang,Pondok Aren,"Sunda, Indonesian",200000,other_currency,No,No,No,No,3,4.9,Dark Green,Excellent,2212,Indonesia
Kiss Kiss,148,Auckland,Balmoral,Thai,40,other_currency,No,No,No,No,2,4.3,Green,Very Good,133,New Zealand
Giapo,148,Auckland,Britomart,"Ice Cream, Desserts",20,other_currency,No,No,No,No,1,4.7,Dark Green,Excellent,617,New Zealand
Milse,148,Auckland,Britomart,Desserts,50,other_currency,No,No,No,No,3,4.9,Dark Green,Excellent,754,New Zealand
Orleans,148,Auckland,Britomart,American,65,other_currency,No,No,No,No,3,4.1,Green,Very Good,431,New Zealand
Depot Eatery and Oyster Bar,148,Auckland,Federal Street,"Seafood, Kiwi",90,other_currency,No,No,No,No,4,4.8,Dark Green,Excellent,598,New Zealand
Federal Delicatessen,148,Auckland,Federal Street,"Cafe, American",60,other_currency,No,No,No,No,3,4.6,Dark Green,Excellent,696,New Zealand
Miann,148,Auckland,Fort Street,Desserts,25,other_currency,No,No,No,No,1,4.9,Dark Green,Excellent,281,New Zealand
Little Sister Cafe,148,Auckland,Henderson,Cafe,45,other_currency,No,No,No,No,3,4.5,Dark Green,Excellent,213,New Zealand
The Kimchi Project,148,Auckland,Lorne Street,"Asian Fusion, Cafe",90,other_currency,No,No,No,No,4,4.2,Green,Very Good,61,New Zealand
De Fontein Belgian Beer Cafe,148,Auckland,Mission Bay,European,100,other_currency,No,No,No,No,4,2.3,Red,Poor,402,New Zealand
Chinoiserie,148,Auckland,Mt Albert,"Taiwanese, Street Food",50,other_currency,No,No,No,No,3,4.4,Green,Very Good,223,New Zealand
Eden Noodles Cafe 蝊_螄漘唭_唭_潰,148,Auckland,Mt Eden,Chinese,35,other_currency,No,No,No,No,2,4.3,Green,Very Good,212,New Zealand
Frasers,148,Auckland,Mt Eden,"Cafe, European",60,other_currency,No,No,No,No,3,4.0,Green,Very Good,381,New Zealand
The Garden Shed,148,Auckland,Mt Eden,"Kiwi, European",90,other_currency,No,No,No,No,4,4.2,Green,Very Good,271,New Zealand
Tucks and Bao,148,Auckland,Newmarket,"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai",70,other_currency,No,No,No,No,4,3.5,Yellow,Good,86,New Zealand
Winona Forever,148,Auckland,Parnell,Cafe,50,other_currency,No,No,No,No,3,4.0,Green,Very Good,31,New Zealand
Big Fish Eatery,148,Auckland,Penrose,"Asian, Sushi, Seafood",55,other_currency,No,No,No,No,3,4.5,Dark Green,Excellent,166,New Zealand
PappaRich,148,Auckland,"Sky City Metro, Auckland CBD",Malaysian,60,other_currency,No,No,No,No,3,4.0,Green,Very Good,414,New Zealand
Eight - The Langham Hotel,148,Auckland,"The Langham Hotel, Auckland CBD",European,190,other_currency,No,No,No,No,4,4.7,Dark Green,Excellent,412,New Zealand
Baduzzi,148,Auckland,Wynyard Quarter,Italian,120,other_currency,No,No,No,No,4,4.6,Dark Green,Excellent,413,New Zealand
Maranui Cafe,148,Wellington City,Lyall Bay,"Cafe, Kiwi",50,other_currency,No,No,No,No,3,4.3,Green,Very Good,127,New Zealand
Five Boroughs,148,Wellington City,Mt Victoria,American,60,other_currency,No,No,No,No,3,4.1,Green,Very Good,114,New Zealand
Ekim Burgers,148,Wellington City,Te Aro,Fast Food,25,other_currency,No,No,No,No,1,4.5,Dark Green,Excellent,195,New Zealand
Ombra,148,Wellington City,Te Aro,Italian,70,other_currency,No,No,No,No,4,4.5,Dark Green,Excellent,152,New Zealand
The Hangar,148,Wellington City,Te Aro,Cafe,50,other_currency,No,No,No,No,3,4.6,Dark Green,Excellent,171,New Zealand
Burger Liquor,148,Wellington City,Te Aro,American,55,other_currency,No,No,No,No,3,4.1,Green,Very Good,116,New Zealand
Caffe L'affare,148,Wellington City,Te Aro,Cafe,50,other_currency,No,No,No,No,3,4.1,Green,Very Good,103,New Zealand
Dragonfly,148,Wellington City,Te Aro,Asian,100,other_currency,No,No,No,No,4,4.3,Green,Very Good,143,New Zealand
Enigma Cafe,148,Wellington City,Te Aro,"Cafe, Kiwi, Ice Cream, Desserts",50,other_currency,No,No,No,No,3,4.0,Green,Very Good,94,New Zealand
